Capitulo	Texto
"La Plazuela de las Nazarenas
"	“Baxo la misma protestación añado habiendo aumentado esta devota Virgen su fervor en los últimos días de su vida me edificaba demasiado con la firmeza de su confiadísima esperanza  que quanto a su salud eterna, hasta el punto de llegar á decir, que si se le apareciera un Ángel  y tratara de intimidarla, de ningún modo vacilaría, pues la bondad de su creador y la sangre de su Redentor le tenían firme á toda prueba. En los siguientes días se veía muy frecuentemente escoltada de Ángeles y Cortesanos del cielo que no cesaban de dar creces a su cristiana esperanza. Asi estuvo hata el día veinte y dos de Diciembre del presente año en a qual puesta en gran debilidad hablaba poco, aunque interiormente, obraba mucho y decia de quando en quando. Nada se puede dexar por hacer para esta hora porque aun la costumbre anticuada de obrar bien casi no tiene lugar en este lance. Y nada haría si el Señor no lo hiciera todo en mi, y si mi Ángel no supliera mis defectos. Otras veces, ay de aquel, que dilata su confesión para esta hora principalmente si no tiene muy aligerada su conciencia, pues si lo que antes se hacia bien no se puede hacer en este lance, cómo saldrá lo que nunca bien se hizo? Luego muy a menudo decía Gracias te doy ó Dios mío, de mi corazón porque muy de antemano me diste lúz, gracia y proporción, para participar quanto necesito en esta hora. Pero oh? Ya esta hora tarda mi buen Jesús. En estos efectos y otros semejantes se matubo hasta la noche en la qual teniendo presente á un Señor Eclesiástico hermano suyo, aunque con el mas profundo rendimiento le habló sobre la alteza de su estado, y los cargos de su parroquial Ministerio con más palabras dignas de gravarse  en un mármol, y para no faltar a su humanidad amadísima concluyó diciendo. Que no ocupaba otro sentimiento fuera de no haber sido fiel en el servicio de su dueño. El día siguiente yendo su debilidad en aumento; pero sin cesar en su interior exercicio volviéndose á una hermana de espiritu le dixo Oh? Ahora es tiempo de toda la fortaleza y recogiéndose en si misma escuchaba atenta con la mayor modestia, cerraba los ojos entre unas tranquilas agonías, y perceverando de la manera dicha con su caveza dulcemente inclinaba al lado del Sacerdote y Crucifijo sin movimiento alguno extraña entregó su alma al Señor á cerca de las dos de la tarde del día veinte y tres de diciembre de mil siete cientos noventa y cinco á los cuarenta y un años, un mes y veinte días de su edad, acaso como lo esperamos de la vondad del Señor para empezar á celebrar en el Cielo la Natividad de su amado Niño desde las vísperas de la vigilia. Antes y después de su muerte estuvo rodeada de seis o siete sacerdotes y muchas Personas seculares, y con los ojos llenos de lagrimas tal vez con una santa enbidia de no acompañarla con iguales señales oraban, y le venían de ito contra el horror natural de los Moribundos y Muertos
"La Plazuela de las Nazarenas
"	Dios sea bendito
"La Plazuela de las Nazarenas
"	"Fr. Pedro Loayza Mercedario
Acojamos con la fe humana que pedía el autor Padre Loayza esta sencilla relación llena de prodigios y pasemos a la vida misma de nuestra religiosa plazuela que por contraste, muy humano también, se halla cerca de dos lugares propensos al mal: un teatro y cancha de gallos. Veamos algunos de sus tipos populares:
En la esquina formada por las calles de Nazarenas y Pileta de Nazarenas s encuentra la peluquería flebótomo “Papa Rellena”, quien ha adquirido en buna ley tal apodo a causa de su excesiva gordura que le ha dado aquella redondez golloría criolla. “Papa Rellena” como su rival de la calle de la Moneda es uno de los pocos barberos antiguos que todavía sacan dientes y muelas, afeitan las barbas y sangran a los vecinos de esta ciudad. Si alguno le ocupa aun en practicar sangrías y en aplicar sanguijuelas y ventosas sajantes, métodos curanderiles  contemporáneos d aquí, a pesar de todo hábil cirujano, “doctor” Santitos que: 
“Recentado está
Emplasto de malvas
Con unto sin sal”
será, sin duda alguna, el doctor Palma, a quien acabamos de ver atravesar la Plaza de Armas, rumbo a su domicilio de la calle de Zamudio, caballero en un escuálido jamelgo digna imagen del celebérrimo Rocinante llevando colgada en la parte delantera de la montura una portaviandas de loza blanca que, seguramente, contiene su almuerzo y en la traerá dos o tres tercios de alfalfa que forman la alimentación diaria del caballo. A tal flebótomo tal cirujano.."
"La Plazuela de las Nazarenas
"	“Papa Rellena” tiene en el lugar principal del estacionamiento como él llama hiperbólicamente a su tenducho colgada, la consabida oleografía del individuo que se afeita solo y del que se hace afeitar por un barbero, compañera de esa otra que representa a los comerciantes, uno que vendió al crédito y otro al contado. Su redonda cara de luna llena se anima con una sonrisa de satisfacción cada vez que un parroquiano hace referencia al cuadro, dándole así ocasión para ponderar las excelencias de su oficio: “Si señor, el barbero diplomado le deja a usted la cara limpia, sin pelo, sin un tajo, fresca y empolvada con “Flores de Plata”, legítimos y olorosos polvos, si señor. Si usted decide afeitarse, en su casa, con una navaja, mal asentada, desde luego, pues usted no tendrá piedra ni práctica en hacerlo, la cara le quedará como un mapamundi”. Tal es el sermón que se tiene aprendido de memoria para asombro del paciente que acude a dejarse sus diez “centavazos” por afeitada
"La Plazuela de las Nazarenas
"	" De igual manera que la Salud es la plazuela que en nuestra colonial ciudad de los Reyes, ha visto y oido toser más y mejor, las Nazarenas se lleva la supremacía en haber visto y olido el mayor número de negros, negras y negrillos, amén de las pintorescas y complicadas castas de mulatos, zambos cuarterones, quinterones, chinos, rechinos, saltaatrás, tente en el aire y zambohigos, producto de los innumerables cruces que con blancos e indios han tenido los primitivos chalas, mandingas, angolas, y mozambiques traídos desde la lejana África “alma en boca, costal de huesos, a usanza de feria” para servir los intereses a veces sin nombre de la agricultura nacional. La máxima devoción al Señor de los Milagros ha reunido en la plazuela y en la iglesia de las Nazarenas a todos los morenos y pardos e Lima y sus aledaños, más todos aquellos que desde Mala y Cañete, han podido obtener de sus amos dinero y permiso para hacerlo. Venida la libertad y con menos obstáculos la reunión se ha efectuado con más ardor... ¿A cuántas procesiones de Nuestro Amo y Señor de los Milagros asistirían aquellos negros cuyas vidas apenas recuerdan algunos de nuestros contemporáneos?
La raza negra no ha tenido entre nosotros su poeta ni su pintor que trasladen al campo de la literatura y al del arte ciertas características esenciales muy dignas de perdurar. En efecto, no es posible olvidar a tantos negros (sin pizca de duda todos ellos devoto del Señor) asiduos visitantes en otra épocas de nuestra plazuelita:
Los dos Médicos Utrilla Perote y Perotito que a principios de siglo XVIII lucían por todo Lima sus grandes sortijas y su escaso saber, antecesores de los célebres “doctores” Ramoncito y Román, menos prietos, pero no menos palangana que ellos"
"La Plazuela de las Nazarenas
"	Los guaragüeros y quimbosos zambos amansadores de potros al servicio, antes, de los orgullosos nobles coloniales, y ahora, al de los propietarios de las haciendas costeñas
"La Plazuela de las Nazarenas
"	 Los terribles bandoleros que en la Tablada de Lurín y en Piedras gordas y hasta cerca de las murallas constituían el espanto de los honrados viajeros, tales como el negro León, que siendo esclavo comenzó su agitada carrera al dar muerte a su amo, y consumado este acto huyó dedicándose por varios años al robo en la entera provincia de Lima. Tal era su atrevimiento y arrojo que, mientras su cabeza era puesta el precio de dos mil pesos, entraba a dormir en Lima todas las noches. Viéndose la inutilidad de la oferta se dio un bando por el que se ofrecía mil pesos al bandolero de su cuadrilla que le diera muerte, quedando también libre de toda persecución. Un compañero suyo como diría el mismo por “más señas” compadre espiritual lo estranguló o degolló, según otras versiones, y su cadáver con el fin de escarmentar fue expuesto al público durante tres días en el atrio de la iglesia Catedral. No le iba en zaga José Rayo, héroe de una vida no menos curiosa y accidentada. Por los servicios prestados a nuestros caudillos políticos y presidentes llegó a ser teniente de una “partida montada de campo” policía rural y encargado de esta de manera perseguir a sus antiguos compañeros de robos y asesinatos. Siempre que lograba coger a alguno de éstos le prometía la libertad en cambio de que le descubriera  el sitio en donde se hallaban ocultos los tesoros robados y cuando el iluso bandido aceptaba y descubría el entierro del robo lo fusilaba, sin más trámites, dándole por sepultura el mismo hoyo excavado por su victima. Rayo, vuelto así inflexible castigador del crimen que antes practicaba, era tenido en mucha estima por las autoridades y llamado por éstas su mejor amigo. El negro Roso Arte, bandolero también, adquirió celebridad por fechoría y media que cometió en los campos lo mismo que aquel negro legendario Mogollón quién, según dicen, legó su nombre a la calle en que viviera después de retirarse  la vida privada. La leyenda cuenta que entrar en su casa era entrar a la cueva de Alí Babá y los cuarenta ladrones. Más gentes tan despiadadas y crueles, como estos salteadores no dejaron de sentir en sus almas devoción por alguna imagen del Señor o de la Virgen, expresión de una fe supersticiosa y sin obras, propia de su raza idólatra y fetichista, que quizá hasta los llevó a formar parte de la cofradía del Señor de los Milagros, en la por otra parte figuraban negros de costumbres sanas, muchos de ellos libertos como el simpático y risueño José Luis Cano, antiguo esclavo de las señoras Mispireta. La fidelidad de estos negros a sus amos de los que la libertad dependía los había desprendido se puso de manifiesto en los angustiosos días de la ocupación chilena, en los que las casas estuvieron cerradas a piedra y lodo como señal de estricto luto y sus moradores no salieron de ellas, mientras no se retiró el último invasor. Devoto tuvo que ser por fuerza de su color el coronel Pachas, valiente partidario de iglesias en la guerra civil que acaba de terminar y en la que encontró su muerte, Apenas desaparecido ya comienza la leyenda a tejer sus velos en rededor de la azarosa vida del moreno coronel..
"La Plazuela de las Nazarenas
"	"“Ya vienen los montoneros
Que en Lima quieren entrar
Y aquí está el valiente Pachas
Que los hará recular”"
"La Plazuela de las Nazarenas
"	La tranquila vida de Nazarenas se ve turbada un tanto en las mañanas por la concurrencia de gritones chinos y negras cocineras de “casas grandes” al vecino Mercado de la Aurora
"La Plazuela de las Nazarenas
"	"En las tardes vienen al monasterio con mayor insistencia en el mes de octubre a “cambiar” o “lismonear” (éstas son palabras escrupulosas que quieren expresar la no existencia del negocio en el expendio de objetos religiosos) escapularios y cordones del Señor de los Milagros. Abunda la concurrencia igualmente, cuando hay locutorio y los familiares de las monjitas acuden a conversar con aquí fenómeno de la asociación de ideas quiere cantar y sólo mal entona, afición de todos los que están en su estado, esta coplita referente a la negrería: 
“Que bonita es una negra
Cuando pare dos negritos:
Uno se prende´ e la teta
Y el otro se mata a gritos”"
"La Plazuela de las Nazarenas
"	A las once en punto de la noche don Juan Solari, cierra cuidadosamente su baratillo “El Mesías de los Pobres”, abierto desde la madrugada, y la plazuela duerme en paz...
"La Plazuela de Santa Ana 
"	ASI COMO PARA IR A MONSERRATE tomamos hace días el tranvía “MonserrateCercado” de bajada, hoy para dirigirnos a Santa Ana empleamos  el de subida. Sigue éste du ruta “derechito” por plateros, Villalta, San Pedro, Estudios, Zavala y Capón. Luego tuerce a mano derecha por hoyos y vuelve a torcer a la izquierda por siete Geringas. Aquí nos apeamos y después de recorrer Sacramentos presentase a nuestra vista la amplia y florida plazuela de Santa Ana. A fe que ésta sí es plazuela y muy principal, tanto que sus vecinos pueden vivir vanagloriados de ella y de los edificios que la rodean: parroquia y hospital muy antiguos, monasterio observante de religiosas descalzas y Escuela de Medicina ilustrada por las luces de Unanue y un Heredia. El camino que hemos escogido para llegar a ella no es el más agradable, daban las nueve en el reloj de los teatinos cuando pasábamos por las calles de Zavala y de Capón, sucias, mal olientes, llena de carros y centro de reunión de todos los chinos de Lima, a quienes ya hemos descrito en otras ocasiones. La música de sus cafetuchos (algo hay que llamarlos) y el olor de sus comidas exóticas, a opio, a humedad, nos persigue tenazmente hasta que el aire fresco y perfumado de Santa Ana nos lo ahuyenta y nos vuelve a nuestra vida limeña criolla, en buen parte aun colonial
"La Plazuela de Santa Ana 
"	 La plazuela de Santa Ana posee en derredor de la pila central, una antigua pila con taza de ladrillo y cuerpo de hierro en el cual cuatro tritones, deformados por la fantasía del artífice, arrojan el agua soplando por anchos cuernos, un hermoso jardín en donde ponen violenta nota roja las cucardas y su suave nota blanca y penetrante las magnolias, rodeado por una valiosa reja de hierro que en los cinco lustros que lleva de colocada aquí no debe haber sido pintada sino una sola vez. Felizmente para nosotros limeños por entero, no se ha convertido en parque inglés nuestro jardincito: en agradable libertad sin simétricas líneas que guardan respetuosos, crecen libres en él, el sauco blanco y oloroso, el aromo con sus bolitas amarillas (que según las viejas debemos oler de lejos, pues de cerca se daña la nariz con el gusanito que tienen, los floripondios (tan estimados por las ancianas insomnes que los ponen bajo la almohada como excelente adormidera), rosales, jazmineros de la India, el misterioso galán de noche, amante de la luna ante la cual solamente abre sus flores, enredaderas de pajarito y gracias a las supersticiones del jardinero no faltan la mal oliente ruda, ni el verde, espinoso y rayado “mojón de gigante” (por otro opuesto nombre San Pedro) precisamente de cinco, siete o nueve rayas que son los que traen la suerte a las casas en donde están y que advierten a sus poseedores por medio de leve y extraño silbido que deja boca en el trono cuando gentes de mala intención se presentan en ella
"La Plazuela de Santa Ana 
"	Es en este jardín en donde las limeñas viejas pueden aún encontrar plantas preferidas: la esencia de rosa, la congona, las diamelas y las ambarinas, que siendo desterradas de la ciudad por los jazmines del Cabo de Lombardo y los sobrecitos de semillas extranjeras mandados traer por los gringos que se están adueñando de todos los ranchos miraflorinos. No falta por aquí alguna viejecita ochentona de pañolón que al ir a recoger estas flores para ponérselas a su mamita del Carmen, dedique una Ave María al alma del gringo Jeremías, o a la del argentino Mendizábal, a quienes fusilaron en medio de la plazuela ¡pobrecitos! Por orden de Monteagudo, ejecuciones que tanto la impresionaran en su juventud. Y no deja de exclamar si alguien la puede oir, la fidelidad de las palabras del Espiritu Santo “Con la vara que mides, medido serás” pues Monteagudo murió trágicamente en otra plazuela. “Castigo patente de Dios”
"La Plazuela de Santa Ana 
"	"La pulpería de la esquina de San Andrés y Sacramentos ha encontrado una manera original de llamar la atención de los habitantes de la ciudad. En la pared grandes letreros “Al Mundo al revés” coronan diversos frescos que justifican este dictado: Encaramados en unos árboles varios hombres sirven de blanco a algunas aves que armadas de escopetas se ejercitan en cazarlos; más allá son pescados por peces que en la ribera de un rio hacen de pacientes pescadores de caña y finalmente un coche halado por seres humanos conduce en su interior sentados con grave prosopopeya una pareja de equinos. Todo esto se realiza bajo la clara y ardiente luz de la luna que obscurece y humilla a la del Sol. Un rotulo que dice:
“A despecho del jocundo
Sol la luna resplandece”
Sintetiza la obra original, no firmada, de Dios sabe qué “pintamonas” que no será por cierto discípulo de Palas, Astudillo o cualquier otro de los quiteños que vinieran años atrás a reunir “utili et dolci” en sus manos la pintura de retratos y la confección de carteles. Pero un acto de capital importancia para el público lo devuelve violentamente a la realidad, pues el pulpero no paga a los compradores para que se lleven las mercaderías, como en honrada consecuencia con el título de la tienda debería hacerlo.."
"La Plazuela de Santa Ana 
"	La segunda iglesia parroquial que existió en Lima segregada de la jurisdicción de la iglesia mayor fue  ésta de Nuestra Señora de Santa Ana y la fundó el Arzobispo Loayza en el año de 1542. Es de regular construcción y de una sola nave que se encargó de hacer componer con su peculio el hoy viejo Arzobispo de Bérito ilustrísimo Monseñor Valle
"La Plazuela de Santa Ana 
"	La ciudad de aquel prelado, que apoyó y dirigió la erección de un hospital en que se recogieran indios hombres y mujeres a curarse, llegó hasta el extremo de vender sus alhajas para sostenerlo con toda eficiencia. El señor Loayza fundador del hospital en sus últimos días quiso dar ejemplo de verdadero espiritu cristiano muriendo en una de sus camas y disponiendo que sepultasen su cadáver en ese lugar tan caro a sus sentimientos religiosos
"La Plazuela de Santa Ana 
"	Al otro extremo de la plazuela haciendo esquina con la calle delas cruces, se encuentra el monasterio de recoletas descalzas de la Concepción que tiene por titular a San José. La austeridad y penitencia en que se ejercitan estas monjas han llegado a ser de fama y sorprende el número de siervas de Dios que han florecido en sus claustros. Cuando la comunidad asiste a la misa conventual se corren las cortinas y el público puede ver el coro bajo en grande obscuridad, detalle que impresiona a todos sus visitantes. La iglesia es limpia y está bien cuidada; las monjitas han colocado en ella con profusión escupideras de madera llenas de ceniza, como una lección muda de la buena crianza a las viejecitas beatas que frecuentan tosedoras, carraspeadoras y lo demás... Desconocemos la razón por las cual las monjas descalzas siguiendo el mal ejemplo de los cuidadores de la iglesia de San Carlos, de suprimir sin razón las puertas, han hecho desaparecer la principal de esa iglesia con grave mengua de su aspecto exterior
"La Plazuela de Santa Ana 
"	Vecina la convento calle de por medio la casa solariega de los Carrillo de Albornoz luce su sencilla fachada pintada al temple y sin pretensiones arquitectónicas. Con grande puerta colonial, amplio zaguán, enorme patio con callejones a fin de que las calesas del amo que se guardan dentro de la casa pueden dar la vuelta por los patios interiores, esta casona es la mejor de las pocas de su clase que restan en Lima. Sus jardines y sus huertas son el orgullo del barrio y proveen de remedios caseros a toda la vecindad. Ya es una vieja que va a la portería a pedir hojitas de “llantén” para una llaguita que le atormenta el dedo mayor del pie izquierdo, ya es otra que va por un ramito de ruda para sembrarlo en una macetita que tiene “ahí arrumada” (la ruda una vez prendida y lozana la preservará de maleficios y del mal aire) y una tercera pedirá unas hojitas de culén para tomarlas como té y combatir esos flatos que le dan después de comer... Cuando se escriban en el Perú novelas limeñas la primera de todas deberá tener su escenario en esta casona cuyos muros han presenciado tantos y tan diversos acontecimientos: bailes fastuosos, cenas galantes, rudos e incansables pleitos de familia
"La Plazuela de Santa Ana 
"	"“Si sus paredes hablaran
Cuantas cosas se sabrían...”
La aristocrática mansión vive ahora una vida venida a menos, grande para sus actuales moradores, se alquila en parte. En el huerto interior regado por el río Huática las mismas avecillas de ayer ignorantes de las cosas de los hombres siguen como ayer cantando"
"La Plazuela de Santa Ana 
"	Para acabar de “echarle pan” a las demás plazuelas y en especial a la Carolina que tan orgullosa se siente con su aula universitaria, Santa Ana también posee su escuela de altos estudios: San Fernando, asiento de la facultad de Medicina, un amplio edificio de dos pisos, con fachada de regular trazo. Dos boticas Lcortejo obligado de la facultad lucen en altos escaparates los grandes frascos de porcelana blanca, en cuyo centro con letras doradas, que rodean al escudo peruano o el español, se destaca el nombre de su contenido v.gr. así: “AguScorsonera”. Sin duda, en mejores épocas  la del guano y salitre o la de la Consolación se encargó la frasquería completa de las boticas de Lima a Faenza en Romaña o a Savona en Liguria o más atrás en la época colonial el mismísimo BUEN RETIRO; proveedor de los dijes y floreros de todas las cuadras  y salas de las mansiones limeñas
"La Plazuela de Santa Ana 
"	Con una nota trágica y sombría comienza muy temprano la vida de la plazuela. Al rayar del alba rompe un rumor sordo y continuado que va aproximándose rápidamente, es la “carroza de las cuatro”, como la llaman las gentes, que viene al hospital a recoger los cadáveres de aquellos que por la triste situación económica de los suyos no merecen los honores de un nicho y un cajón en que dormir el último sueño y que van del mortuorio a la carroza y de ésta a la zanja común, ante la prisa de un carrocero indiferente y el responso del capellán del Cementerio según el decir de algunos cáusticos observadores dicho de prisa, sin unción cristiana y entre dos descomunales bostezos
"La Plazuela de Santa Ana 
"	Pasada la carroza la plazuela animase con el trajín de las placeras que se dirigen a la cercana plaza del mercadoLI. Las ceroneras hacen su aparición, jinetes en mansos borricos, trayendo desde Santiago de Surco los atados de blancas y perfumadas margaritas que las devotas de San Antonio tanto han menester
"La Plazuela de Santa Ana 
"	"Entre tanto suenan las seis en el reloj de la torre del hospital “San Bartolomé”, los celadores de la vecina comisaría del Cuartel Tercero pasan al relevo (el relevo tiene cuatro turnos de seis horas cada uno). Altos, cerriles, hablando mal el castellano con lo que dan motivo a que el pueblo los remede y se burle de ellos, lo único que aprenden bien es a manejar el pito; aparte de las llamadas a “inspector”, a “reunión”, “alerta” e “incendio” en los ratos desocupados por las noches, añorando las alturas de donde vienen, importunan el sueño del vecindario llenando de aire de “yaravíes” y de “huainitos”. La mayoría de ellos son ayacuchanos “Tuna saiqui” como les dice cada vez que los encuentra el doctor Villar; paisanos de “taita Cáceres” conservan fresco todavía el orgullo de sus recientes triunfos sobre los iglesistas:
“General Cáceres
Vamos a la guerra
Con dos lemeñitas
En la cartochera”"
"La Plazuela de Santa Ana 
"	 Fieles hasta la muerte a su caudillo son los celadores; más fieles aún a no hablar debidamente el castellano y de ahí que jamás pronuncian Cáceres
"La Plazuela de Santa Ana 
"	"Las Hermanas de la CaridadLII , frescas francesas en su mayor parte, de albo color y mejillas de manzana, tranquilas y sonrientes van saliendo aunque no mucho del hospital con anchas polleras tableadas, chaquetas bien entalladas, cometas blancas planchadas cada día, zapatones negros de gruesa suela que sin embargo no hacen ruido al andar sus dueños y rosarios de grandes cuentas y cruz de hierro. Este atavío dales aspecto apacible y peculiar. Venidas al Perú hace ya largos años, a pesar  de toda su abnegación y todo su heroísmo no gozan aún en el alma popular las consideraciones que debieran gozar. No es raro el caso de que uno de sus enfermitos sanos y bueno ya, antes de abandonar  el “2 de Mayo” o la “loquería” escriba con tiza en una de las paredes: 
“Es una temeridad
Que habiendo beatas en tropa
Nos hagan traer de Europa
Hermanas de la Caridad”"
"La Plazuela de Santa Ana 
"	cuartetas que acabamos de leer, no precisamente aquí sino en una de las columnas de madera del portalito de la Recoleta cercana a la casa de huérfanos dirigida por las hermanas y a la iglesia que se reconstruye ahí por sus compatriotas los padres franceses de los Sagrados Corazones. Las hijas de San Vicente de Paul han venido a Lima a reemplazar a los antiguos y cómicos flebótomos que con diploma y “todo” egresaban hasta cuarenta años de los claustros de San Marcos: sacan gratuitamente muelas en Santa Teresa y otras casas suyas. Y según dicen las malas lenguas, se las extraen a los pacientes nada menos que con llave inglesa
"La Plazuela de Santa Ana 
"	Después de la salida de las hermanas, tal vez a la Beneficencia o comercio de chez Remy o chez Bignon las boticas francesas ambas comienzan a llegar los estudiantes de Medicina fernandinos y sus catedráticos. Mucho más serios que los carolinos no forman grupos para piropear a las muchachas ni para hacer “chacota” de los hombres, e ingresan directamente en su local y a estudiar “se ha dicho”..
"La Plazuela de Santa Ana 
"	Encontramos muchos conocidos entre la corriente de alumnos: El gordo Muñiz,  a quien ayer por cacerista maltrata un intendente bárbaro de iglesias; David Matto, joven cuzqueño bien plantado y elegante; Leonidas Avendaño, amigo del chiste y de la anécdota criolla y picante, aunque no lo parezca a primera vista; Pablo Patrón,LIII bajito, gordo, feo, gesticulador, con una biblioteca bajo el brazo pero cosa rara sin ningún libro de medicina en ella pues Patrón nacido para historiador y para cultivar lenguas muertas y por lo tanto enterradas; y así mil otros... Quizá por aquellos de que los extremos se tocan encontramos casi siempre juntos y muy amigos, a los catedráticos Don Leonardo Villar la cabeza inclinada a un lado y cubierta por un “tongo” grandazo, liberal, curioso de todas las ciencias, y a don Tomás Salazar, cristiano rancio de conocidas ideas ortodojas, que procura igualar sus pasos inciertos por una pequeña cojera con los rápidos de Villar. Los celadores, los fruteros, los mayordomos no dejan pasar a Villar sin saludarlo cariñosamente en quechua o en aimara. Villar conoce todas las lenguas indígenas del Perú, las habla todas y le basta oir dos silabas en cualquiera de ellas encasillar al hablador en su provincia y hasta en su caserío: Otro descentrado de su profesión como Patrón
"La Plazuela de Santa Ana 
"	Para vanagloriarse de todo y no deber nada a nadie tiene también nuestra plazuela su tradición cómica en el rocinante del Doctor CerveraLIV reputado médico morador de la calle Sacramentos montado en el cual hace sus diarias visitas. Se necesitará estudiar mucho el caso para juzgar si el caballo del doctor Palma o el doctor Cervera merecen ser la exacta representación de aquel en que nuestro Señor Don Quijote, Caballero de la triste Figura, saliera a sus andanzas y malandanzas por los campos de la mancha
"La Plazuela de Santa Ana 
"	"El día de la plazuela se extingue entre los gritos e los muchachos, ya “maltoncitos” que después de comer dejan sus padres ir a jugar. Además del “Mundo”, “El Pan quemado” reina, dueño y señor. Un pañuelo bien enrollado que sirve de chicote y el juego comienza con la búsqueda del chicote, el chico que lo encuentra reparte una azotaina general. Desde lejos nos ponemos a oir los conocidos gritos:
“Frio, frio
Como el agua´ el rio
Tibio, tibio
Se va entibiando
Que se quema, que se abraza
La cocina de mi casa
Caliente, caliente
Se calentó...”
El reloj de San Bartolomé da las once de la noche, abandonamos la plazuela y bajamos por la Moneda a nuestro domicilio"
"La Plazuela de Santa Ana 
"	NOTA Como podía dejar de ser, San Fernando fue saqueado escandalosamente por el ejercito chileno de ocupación. La Biblioteca con sus armazones y estanterías. Los gabinetes de Física y Anatomía fueron enviados a Santiago y las demás cosas vendiéronlas en Lima. Poco a poco va reponiéndose lo hurtado.
"La Plazuela de Santa Clara 
"	PARA LLEGAR EN LOS BARRIOS ALTOS a la plazuela de Santa Clara, es necesario,  bien por un lado o bien por otro, atravesar una serie de calles cuyos nombres parecen arrancados de un cuento de esos que las viejas abuelas relatan a sus netezuelos antes de dormir, cuentos en que se vuelcan entre una y otra verdad cientos de mentirosas fantasías: “El Colmillo”, “El Pejerrey”, “El Suspiro”, “Las Carrozas”, “Siete Pecados”, “Barranca”, “Barranquita”, “La Penitencia” y “El Molino Quebrado” están pidiendo a gritos el cronista conventual prolijo y detallista como el agustiniano Calancha o al cronista moderno volteriano, liso y zumbón como don Ricardo Palma que ahora con celo sin igual se ha dado a la tarea de pedir libros al mundo entero para su hija predilecta, la Biblioteca Nacional que descifren y aclaren estos nombrecitos para el entretenimiento de los limeños legos. Nosotros anotamos el hecho y pasamos de frente incapaces como somos de emprender esa obra Apenas si en el “Suspiro” nos detenemos ante el pilón para contemplar al negro aguador llenando las dos pipitas de madera que carga su borrico y que va a vender lejos, cobrando medio real de níquel por pipa; igual a ño José Santos el aguador del barrio bajo recoletano, éste de los barrios altos visto de lejos semeja un caballero con armadura. El peto y las rodilleras hechas de cuero que usa para resguardar su ropa azul de amotape danle tal aspecto. El gremio de aguadores día a día mengua en número y prestigio, por la abundancia de caños y por la existencia de las compañías de bomberos, respectivamente. Y hoy apenas se dedica al negocio uno que otro negro “mojino” de aquellos a quienes se llama ”raya de clavos”, pues  según cantan sus detractores que la raza negra siempre los tiene necesitan calentar al rojo (¡!) un clavo para separarse el cabello en bandos, cosa que los demás mortales efectúan suavemente con un peine de marfil, comprado en Mercaderes en la Antigua Casa Guillón, sucesora de los gabachos “Déhors, Pierre y Cia.”, que los vende magnifico para el caso
"La Plazuela de Santa Clara 
"	"La plazuela de Santa Clara no tiene jardines como la de Santa Ana, ni pilón como la de San Lázaro, ni siquiera un pedestal de granito que espere pacientemente a su estatua que no viene nunca como la de San Carlos y Santa Ana. Apenas si puede presentar en su modesto haber un malísimo pavimento de piedra rodada y una acequia que la atraviesa totalmente, la llamada pomposamente por los vecinos, rio. Cuando los chicuelos ven algún sujeto en sus orillas cantan que se las pelan:
“Ahí está don Simón Pacheco
Con la mano en la cintura,
Cogiendo los camarones 
Que pasan con la basura”"
"La Plazuela de Santa Clara 
"	"Dos edificios llaman la atención de los transeúntes : el molino y la iglesia. Veámoslos con despacio. El molino es uno de los edificios mejor construidos de la ciudad y su magnificencia no “cuadra” al uso a que se le destina. Su propietario fundador, ignorante de los nombres del primer sembrador de trigo y del que por primera vez moliéndolo lo convirtió en harina, para adornar su molino con estatuas no le quedó otro recurso que emplear las de cosmógrafos, políticos y altísimos poetas, cuyas relaciones con la harina de trigo excepción del pan que comieron no podríamos precisar. Bellísimas estatuas de mármol de Carrara  de un tamaño mayor que el natural a las cuales las balas de nuestras revoluciones militares y las pedradas de los chicos mataperros deben no pocas heridas y mutilaciones. Preciosas esculturas florentinas, obra las más bellas del artista Casoni a juzgar por la firma que ostentan “CasoniFirenze1865” merecen estar colocadas en otro lugar de la ciudad más aparente para ello que este molino perdido en la parte menos visitada por los viajeros. Superiores, quizá, a las doce que representan los doce meses del año, traídas en 1858 por don Felipe Barreda para la Alameda de los Descalzos, y a otras menudas desparramadas aquí o allá, tales como las cuatro que personifican las estaciones del año, colocadas hoy entre una mísera rejita tras los pilones de piedra, esquinero de nuestra Plaza Mayor, están adosadas al muro y a ambos lados de puertas y ventanas sobre pedestales adecuados. Don Miguel de Cervantes Saavedra debido a la inclinación del terreno es quien está más cerca de la muchedumbre, motivo por el cual es quien ha sufrido más, perdiendo en esta otra jornada de guerra los dedos de la gloriosa mano con que escribiera el Quijote. Siguen Alejandro Volta, el célebre físico inventor de la pila eléctrica que en su honor lleva el nombre de voltaica; Andrés Doria, genovés restaurador de la libertad de su paria en el siglo XVI; Rafael el Divino, favorito de León X y el mayor de los modernos pintores; Dante Alighieri, “el Homero cristiano autor de la inmortal Divina Comedia. Casoni, al pie de la estatua ha esculpido unas líneas que de pronto no podemos leer perfectamente, pero con la ayuda de un espejito logramos copiarlas y son:
“O voi che avete gl´ inteletti
Mirate la dottrina che s´ asconde
Sotto il velame degli versi strani”"
